AnnualAverageWaterLevel,AnnualMaximumDailyWaterLevel,AnnualMaximumMomentWaterLevel,AnnualMinimumDailyWaterLevel,AnnualMinimumMomentWaterLevel,AnnualOccurredDateOfMaximumDailyWaterLevel,AnnualOccurredDateOfMinimumDailyWaterLevel,AnnualOccurredTimeOfMaximumMomentWaterLevel,AnnualOccurredTimeOfMinimumMomentWaterLevel,WellIdentifier,Year
"21.29","22.81","22.88","18.91","18.62","0727","0406","072806","040620","13130211","2006"
"20.82","22.83","22.86","18.28","17.99","0924","0515","092405","051520","13130211","2007"
"21.41","22.85","22.93","18.92","18.60","0929","0509","093005","050920","13130211","2008"
"21.00","22.58","22.66","18.94","18.65","1005","0522","100604","052119","13130211","2009"
"20.86","22.70","22.78","18.26","18.00","0924","0520","092105","052019","13130211","2010"
"20.66","22.00","22.09","18.36","18.02","0913","0619","091305","061919","13130211","2011"
"21.04","22.58","22.66","18.65","18.42","0908","0416","090805","041519","13130211","2012"
"20.38","22.17","22.25","18.76","18.44","0925","0515","092206","051519","13130211","2013"
"20.09","21.53","21.58","18.63","18.38","0922","0428","092205","042819","13130211","2014"
"19.98","21.68","21.77","17.81","17.52","0929","0504","092906","051720","13130211","2015"
"20.00","21.64","21.71","17.77","17.47","0929","0508","093006","050820","13130211","2016"
"20.15","22.38","22.46","13.83","0.00","0901","0808","090206","081011","13130211","2017"
"21.25","23.16","23.22","18.41","13.84","0830","0530","082907","091212","13130211","2018"
"21.19","22.80","23.00","19.42","19.15","0918","0412","101112","041020","13130211","2019"
"29.26","30.49","30.50","27.62","27.58","0915","1217","091419","121709","13130221","1998"
"27.68","31.60","31.63","23.86","23.85","0920","0426","100119","042606","13130221","1999"
"27.49","31.04","31.59","23.68","23.67","1008","0610","123124","061001","13130221","2000"
"28.60","31.79","31.79","23.93","23.90","0929","0519","092901","051908","13130221","2001"
"26.59","28.76","28.77","23.47","23.46","0920","0516","092005","051607","13130221","2002"
"26.00","29.13","29.14","23.13","23.09","1019","0606","101914","060623","13130221","2003"
"26.43","29.99","30.00","22.82","22.81","1008","0518","100813","051721","13130221","2004"
"27.76","32.48","32.49","23.81","23.80","0912","0506","091211","050609","13130221","2005"
"27.56","31.14","31.15","23.96","23.95","0915","0513","091514","051222","13130221","2006"
"27.04","31.71","31.72","23.12","23.11","1018","0517","101818","051711","13130221","2007"
"28.26","31.78","31.79","23.93","23.92","1010","0520","101016","052011","13130221","2008"
"27.17","30.57","30.58","24.14","24.13","1006","0523","100606","052308","13130221","2009"
"26.90","31.06","31.07","23.22","23.20","1022","0522","102214","052306","13130221","2010"
"26.50","29.02","29.02","23.42","23.41","1019","0620","101713","062013","13130221","2011"
"27.66","30.97","30.97","24.13","24.12","0916","0418","091504","041722","13130221","2012"
"26.41","29.48","29.48","24.21","24.20","1007","0427","100615","042711","13130221","2013"
"25.88","28.15","28.15","23.91","23.90","1009","0501","100904","050110","13130221","2014"
"24.68","27.44","27.45","21.81","21.80","1030","0520","103020","052013","13130221","2015"
"26.62","30.60","30.61","23.28","23.27","1020","0511","102016","051103","13130221","2016"
"25.97","28.81","28.82","18.14","0.00","0915","0808","091515","081011","13130221","2017"
"27.14","31.71","31.71","22.94","22.92","0929","0601","092719","060112","13130221","2018"
"27.35","30.42","30.43","24.83","24.82","0920","0415","092112","041521","13130221","2019"
"28.83","32.08","32.10","25.94","25.90","0907","0517","090714","051624","13130311","1997"
"29.20","31.52","31.54","26.79","26.77","0612","0412","061215","041218","13130311","1998"
"29.12","32.97","33.03","25.87","25.75","0813","0526","081301","052522","13130311","1999"
"28.87","32.32","32.34","25.79","25.69","0828","0609","082803","060718","13130311","2000"
"29.91","33.30","33.38","25.91","25.88","0929","0518","092915","051719","13130311","2001"
"28.17","29.87","29.90","25.70","25.61","0102","0512","010202","051110","13130311","2002"
"27.68","29.93","29.92","24.75","24.67","1002","0606","093012","060522","13130311","2003"
"28.30","31.35","31.37","25.04","22.19","0927","0517","092713","122118","13130311","2004"
"29.72","33.66","33.88","26.26","26.11","0720","0505","072019","050520","13130311","2005"
"29.14","32.79","32.83","25.97","25.94","0727","0511","072713","051116","13130311","2006"
"28.60","33.24","33.34","25.11","24.95","0821","0516","082122","051620","13130311","2007"
"29.72","33.00","33.16","26.11","26.01","0730","0519","072918","051721","13130311","2008"
"28.75","31.88","31.89","26.04","25.93","0813","0521","081304","052103","13130311","2009"
"28.60","32.92","33.05","25.15","25.05","0920","0522","092017","051921","13130311","2010"
"28.11","30.53","30.54","25.33","25.25","0905","0619","090602","061919","13130311","2011"
"28.81","32.26","32.38","25.75","25.71","0908","0416","090813","041618","13130311","2012"
"27.70","31.06","31.08","25.49","25.45","0925","0516","092513","051520","13130311","2013"
"27.26","29.26","29.28","25.52","25.46","0929","0430","092913","043017","13130311","2014"
"26.76","29.25","29.26","24.13","24.02","1002","0519","100205","051720","13130311","2015"
"28.33","33.08","33.26","19.05","19.04","0929","1109","092903","110913","13130311","2016"
"28.65","30.52","30.53","26.38","26.33","0831","0515","083013","051518","13130311","2017"
"28.84","33.61","33.74","25.12","18.88","0829","0531","082911","091210","13130311","2018"
"28.38","31.87","31.90","25.68","25.63","0826","0430","082602","051422","13130311","2019"
"34.10","35.11","35.14","32.37","32.32","0912","1218","091418","123121","13130321","1998"
"32.45","36.33","36.35","27.61","27.58","0828","0425","082717","042517","13130321","1999"
"31.78","35.78","35.80","27.65","27.62","0912","0608","091202","060819","13130321","2000"
"33.16","37.00","37.00","27.64","27.58","0930","0518","093003","051814","13130321","2001"
"30.90","33.36","33.37","27.05","27.03","0926","0516","092617","051520","13130321","2002"
"30.27","33.52","33.53","26.41","26.34","1018","0601","101717","060123","13130321","2003"
"30.95","34.87","34.88","26.74","26.66","0925","0517","101215","051711","13130321","2004"
"32.87","37.60","37.61","28.05","27.98","0905","0505","090417","050519","13130321","2005"
"31.95","36.17","36.19","27.55","27.51","0828","0511","082806","051114","13130321","2006"
"31.31","36.44","36.50","26.54","26.50","0917","0516","091808","051521","13130321","2007"
"32.16","36.62","36.63","27.71","27.68","1005","0518","100507","051722","13130321","2008"
"31.43","35.10","35.11","27.77","27.72","1006","0522","100605","052122","13130321","2009"
"31.02","35.86","35.88","26.63","26.52","1016","0522","101516","052221","13130321","2010"
"30.45","33.29","33.30","27.07","27.02","1009","0619","100815","061821","13130321","2011"
"31.72","35.56","35.57","27.63","27.59","0914","0416","091116","041619","13130321","2012"
"30.33","34.06","34.08","27.41","27.39","1005","0426","100605","042611","13130321","2013"
"29.73","32.29","32.31","27.38","27.36","1005","0429","100705","042912","13130321","2014"
"29.18","32.27","32.29","25.67","25.64","1009","0520","100905","051924","13130321","2015"
"31.43","36.79","36.80","22.78","22.76","1015","1109","101505","112411","13130321","2016"
"31.93","34.36","34.37","28.81","28.79","0902","0514","090202","051321","13130321","2017"
"32.19","37.79","37.80","27.42","27.36","0920","0601","092004","060114","13130321","2018"
"31.27","35.15","35.22","27.91","27.85","0917","0501","092014","043021","13130321","2019"
"","-999998.00","-999998.00","-999998.00","-999998.00","","","","","13140111","1996"
"14.14","15.42","15.54","13.28","12.93","0605","0516","060517","101224","13140111","1997"
"14.21","15.38","15.49","13.34","13.16","0605","0412","060523","041217","13140111","1998"
"14.17","15.31","15.44","13.24","13.11","0813","0419","081311","041916","13140111","1999"
"14.02","15.26","15.36","13.13","13.00","0731","0607","073117","060716","13140111","2000"
"14.30","15.48","15.55","13.09","12.81","0929","0501","071213","051517","13140111","2001"
"14.10","15.17","15.19","13.24","13.02","0807","0511","080708","051016","13140111","2002"
"14.16","15.26","15.32","13.13","12.89","0904","0507","090410","050717","13140111","2003"
"14.10","15.24","15.27","13.08","12.91","0704","0515","070407","051115","13140111","2004"
"14.41","15.81","15.92","13.24","13.08","0720","0502","072018","050213","13140111","2005"
"14.30","15.62","15.67","13.39","13.17","0715","0405","071506","040512","13140111","2006"
"14.28","15.67","15.76","13.11","12.84","0814","0510","081324","051019","13140111","2007"
"14.35","15.62","15.69","13.21","13.06","0719","0516","071816","051618","13140111","2008"
"14.14","15.65","15.72","13.31","13.19","0809","0522","080902","052211","13140111","2009"
"14.12","15.69","15.79","12.91","12.80","0920","0519","092007","051913","13140111","2010"
"14.04","15.40","15.47","13.15","12.96","0830","0511","083016","051020","13140111","2011"
"14.06","15.50","15.59","12.98","12.80","0612","0415","061213","041615","13140111","2012"
"13.91","15.42","15.49","10.59","8.01","0831","1009","083119","100910","13140111","2013"
"13.95","15.32","15.36","13.04","12.91","0813","0429","081312","042912","13140111","2014"
"13.78","15.15","15.19","12.71","12.53","0830","0516","080913","051518","13140111","2015"
"15.83","17.17","17.26","13.77","13.62","0929","0101","092902","010114","13140111","2016"
"15.67","16.95","16.97","14.84","14.67","0802","0513","080211","051313","13140111","2017"
"15.73","17.35","17.43","14.57","9.48","0828","0609","082814","091216","13140111","2018"
"15.72","16.87","16.91","14.89","14.73","0711","0411","071114","040614","13140111","2019"
"15.46","15.59","15.59","15.36","15.35","1110","1228","110918","123021","13140121","1995"
"15.32","16.41","16.42","14.39","14.38","0817","0401","081710","040102","13140121","1996"
"15.45","16.38","16.39","14.43","14.40","0811","0517","081117","051624","13140121","1997"
"15.61","16.51","16.53","14.60","14.57","0611","0412","061114","041221","13140121","1998"
"15.59","16.78","16.80","14.52","14.51","0813","0425","081317","042519","13140121","1999"
"15.42","16.44","16.44","14.31","14.30","0826","0608","082517","060724","13140121","2000"
"15.74","16.91","16.91","14.38","14.37","0930","0518","093006","051820","13140121","2001"
"15.35","16.23","16.23","14.39","14.37","0809","0512","080818","051422","13140121","2002"
"15.31","16.37","16.38","14.22","14.20","0929","0606","092816","060620","13140121","2003"
"15.32","16.38","16.39","14.13","14.12","0913","0518","091305","051720","13140121","2004"
"15.73","16.86","16.86","14.49","14.45","0722","0505","072206","050523","13140121","2005"
"15.64","16.75","16.76","14.65","14.64","0728","0406","072806","040520","13140121","2006"
"15.58","16.92","16.93","14.32","14.31","0822","0517","082215","051621","13140121","2007"
"15.79","16.76","16.76","14.51","14.50","0720","0517","072008","051621","13140121","2008"
"15.56","16.53","16.53","14.80","14.79","0813","0415","081304","041515","13140121","2009"
"15.47","16.68","16.69","14.16","14.14","0921","0522","092114","052222","13140121","2010"
"15.33","16.33","16.34","14.29","14.28","0901","0620","090116","061919","13140121","2011"
"15.47","16.75","16.76","14.24","14.22","0622","0416","062201","041619","13140121","2012"
"15.21","16.35","16.36","14.41","14.40","0902","0325","090207","032518","13140121","2013"
"15.19","16.19","16.19","14.32","14.31","0814","0429","081409","042916","13140121","2014"
"14.97","16.16","16.17","13.85","13.83","0901","0519","090110","051923","13140121","2015"
"17.15","18.38","18.39","15.16","15.15","0930","0102","093004","010122","13140121","2016"
"16.98","17.85","17.85","16.03","16.01","0804","0514","080402","051420","13140121","2017"
"17.02","18.54","18.55","15.63","7.59","0830","0601","082912","091215","13140121","2018"
"17.02","18.02","18.03","16.07","16.05","0819","0415","081911","041423","13140121","2019"
"16.28","16.57","16.59","16.07","16.06","1110","1228","111007","122818","13140131","1995"
"16.24","17.69","17.71","14.85","14.81","0905","0331","090524","033121","13140131","1996"
"16.56","17.95","17.95","15.01","14.97","0907","0516","090617","051620","13140131","1997"
"16.55","17.46","17.48","15.03","15.02","0612","0411","061120","041118","13140131","1998"
"16.37","17.89","17.90","14.80","14.78","0814","0426","081323","042522","13140131","1999"
"16.25","17.52","17.53","14.66","14.64","0827","0608","082622","060824","13140131","2000"
"16.66","18.20","18.21","14.79","14.73","1004","0518","100402","051823","13140131","2001"
"15.98","16.96","16.97","14.70","14.68","0813","0513","081312","051322","13140131","2002"
"15.91","17.10","17.10","14.63","14.60","0930","0606","093009","060622","13140131","2003"
"15.93","17.09","17.10","14.50","14.49","0925","0517","092510","051718","13140131","2004"
"16.49","17.82","17.84","14.87","14.84","0724","0505","072315","050522","13140131","2005"
"16.37","17.63","17.64","15.06","15.05","0728","0407","072809","040718","13140131","2006"
"16.22","17.72","17.72","14.68","14.67","1010","0517","100913","051623","13140131","2007"
"16.65","17.80","17.81","15.01","15.01","0812","0517","081117","051701","13140131","2008"
"16.27","17.41","17.41","15.04","15.03","1007","0523","100608","052223","13140131","2009"
"16.17","17.62","17.62","14.55","14.54","0923","0521","092305","052120","13140131","2010"
"15.99","16.93","16.96","14.63","14.62","0918","0620","091718","061924","13140131","2011"
"16.25","17.58","17.59","14.70","14.68","0623","0416","062324","041620","13140131","2012"
"15.83","17.15","17.15","14.90","14.89","0925","0326","092321","032620","13140131","2013"
"15.73","16.67","16.68","14.77","14.76","0923","0430","092317","043023","13140131","2014"
"15.44","16.56","16.57","14.15","14.14","1001","0519","100214","051824","13140131","2015"
"17.80","19.29","19.30","15.88","15.87","1002","0102","100215","010218","13140131","2016"
"17.61","18.37","18.38","16.42","16.41","0806","0515","080615","051504","13140131","2017"
"17.71","19.48","19.49","15.92","9.62","0831","0601","083116","091216","13140131","2018"
"17.72","18.85","18.86","16.49","16.48","0827","0412","082703","041219","13140131","2019"
"18.28","20.08","20.11","16.25","16.12","0906","0516","090623","051618","13140141","1997"
"18.53","19.77","19.81","16.60","16.50","1016","0412","101606","041118","13140141","1998"
"18.57","20.38","20.45","16.50","16.35","0813","0526","081305","042516","13140141","1999"
"18.24","19.83","19.90","16.20","16.07","0825","0605","082505","060415","13140141","2000"
